"person_id","loan_id","cb_id","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
dS97SU6G-DP32,KzBqdXit-6Lvc,Xih5MlhH-nOP6,28,92000,Mortgage,11.0,Education,F,25000,19.29,0,0.27,Y,9
MIqz9OCa-WBZU,NBtCCoJb-k2wm,SeipeZsj-JyK9,24,44000,Mortgage,4.0,Personal,B,11200,10.99,0,0.25,N,4
zAGYhdqJ-pD7D,"4cXZj28b-TIKj","4pfUPfsE-8Ltp",30,43000,Rent,1.0,Medical,A,3200,8.0,0,0.07,N,5
FYP0K2KK-JiQ0,"1rNrIekt-uAZv",uuDw52Al-ozCJ,23,120000,Mortgage,8.0,Venture,A,14000,8.94,0,0.12,N,3
rSWNRDQz-Qkgp,ysrr2IYN-eRKo,WcTaAPbZ-1CxW,31,59000,Rent,14.0,Debtconsolidation,A,20000,7.51,1,0.34,N,10
v0bZ8uAY-hxvk,Whr56GP6-egwr,UjTc82nd-qwG2,30,75000,Rent,2.0,Medical,C,6000,12.68,0,0.08,N,8
RlXKEDYF-bxj9,fjmNsAsB-FbKd,GLxc73MO-DFdr,28,45000,Own,8.0,Medical,B,9590,6.03,0,0.16,N,4
oZAYftNb-dyXG,XzbJA2oS-rLdC,fgTMCHWd-HXud,24,67200,Rent,4.0,Education,B,5000,11.02,0,0.07,N,4
AlyOGpcv-PZHy,mEo0vZSm-wd9v,CBcyCzmp-dZQA,47,52000,Mortgage,4.0,Debtconsolidation,A,12000,7.29,0,0.23,N,13
yIPCpRFL-pLTY,LWSoZ8ry-hEvb,"68FpXuU4-Sffh",22,55000,Mortgage,6.0,Education,C,1400,13.49,0,0.03,N,3
wCxMe3HK-N1vQ,TRkIZFSl-FggZ,FXn0CHYr-2Hh6,34,42000,Rent,5.0,Medical,A,18825,7.9,1,0.45,N,9
tc2gzUJ2-Dh1s,RhTgN0QY-C23h,s5Z6MPWk-5xgq,31,135000,Mortgage,9.0,Venture,A,10000,7.14,0,0.07,N,6
ibGvN65M-vLWM,Fe8kMJhr-eSOu,"7mpjcnE5-aJz3",45,54981,Rent,2.0,Medical,A,6000,11.02,0,0.11,N,17
s6cSILpP-BiPH,cbbonvDI-XUns,qWIjW6pZ-wsFw,22,50000,Mortgage,6.0,Venture,C,10000,11.02,0,0.2,N,4
lXZsYceR-L328,g0lkIpJh-1TRl,ouriGDWA-DPji,22,42500,Rent,1.0,Education,C,9600,11.22,0,0.23,Y,2
kokt55G6-9hXn,tIISlPDz-dQiY,ftL0eRNu-ClOI,24,63554,Mortgage,4.79,Debtconsolidation,A,2500,7.51,0,0.04,N,2
OQXEoNPl-hL0f,QxdBboWP-KKFh,Ue0IMCKa-d0AQ,23,24000,Own,7.0,Education,A,5000,7.49,0,0.21,N,2
"9Zt0XpIL-gGtx",JaQQSRMK-MlFG,GEqKtWh8-ItAd,27,12000,Own,0.0,Education,D,8125,14.42,1,0.68,Y,5
"7vMaC87f-hFHi",ltPCr6sE-FXps,jjmTp2gM-kyRe,23,95004,Rent,2.0,Education,A,5000,9.63,0,0.05,N,4
W9xNZtvO-qLBS,YRkJSwLT-uBQK,YIIUhXxw-O8If,21,52000,Mortgage,5.0,Debtconsolidation,A,13250,5.99,0,0.25,N,2
vWU9daSB-j8dl,c2oiPkzH-bNzv,hmLFyYXf-PDzt,31,66000,Rent,11.0,Homeimprovement,B,10500,12.69,0,0.16,N,10
aJCQ5hY4-MiS6,q0bvJBPd-qrJN,uBExJeBT-hicI,22,104000,Rent,3.0,Medical,C,15900,13.49,0,0.15,N,2
QO0MxJ5C-J0Qj,"9QA7jdmD-WbIq",GTYNk7NY-DMUO,21,30000,Rent,2.0,Medical,A,4150,6.76,0,0.14,N,3
RtFszTXi-TB9X,"2FydoDkF-pxyP",Ei3xu4Fd-nFGL,31,55000,Rent,2.0,Medical,B,10000,12.42,0,0.18,N,7
m0EsrCQA-UxF8,ybSH8enN-9zbG,"9UdFSUoj-JTbn",23,74000,Rent,3.0,Medical,B,25000,10.36,1,0.34,N,2
U3Blx1Pq-6hGL,"90rA2mrb-pukC","37HbxWQx-SdEj",36,53000,Rent,5.0,Homeimprovement,C,7000,11.02,0,0.132075471,N,3
"172KG4wL-guul",oKb1w4Dl-gEj7,s1dnAGH4-bqHN,23,57500,Rent,1.0,Venture,B,4000,8.88,0,0.07,N,2
"6wjmTJ6Y-hQGF",PxNZBxYl-2e3i,"0xnnXI5T-xBOL",22,78413,Mortgage,6.0,Education,B,17500,10.65,0,0.22,N,2
zPMTdHB7-dLfy,putwUeAU-EK7i,BDa96KXD-FdrD,23,66024,Mortgage,4.79,Education,C,18000,13.98,0,0.22,N,2
FvOpDSLb-LUaX,ZqRjIz92-nZDA,aW3FiUMS-7ojS,23,18000,Rent,0.0,Homeimprovement,A,3200,11.02,1,0.18,N,4
"0N8iNAcR-zUoX","71cAMCh3-3SyB",wpijWDH2-m23l,28,140000,Rent,0.0,Debtconsolidation,B,15000,11.26,0,0.11,N,5
zMqqJNJb-32Dk,pLeboaWw-b4Xf,gx1Lqjxf-f2U6,21,66024,Rent,1.0,"",A,25000,16.07,0,0.19,Y,3
FB8Mbd1s-keAt,f8ajILh1-jJBz,yIuOMK6f-SKNQ,32,44000,Rent,4.0,Personal,G,5000,20.17,1,0.11,N,10
RhyijGbu-XXrg,ks2tRP1J-2MbF,"0GRN4Soj-DwrO",37,25000,Rent,0.0,Venture,D,2775,15.65,1,0.11,Y,14
"42LtRtXE-rL0e",tpdTSCpY-Kz7M,ISauZKeR-H4iW,25,56950,Rent,9.0,Medical,C,5000,13.92,1,0.07,N,4
OD9kaNuK-wF7Y,fTp5F21g-PBe8,IaHdzQXy-jcdy,25,42000,Rent,2.0,Medical,B,6600,10.65,0,0.16,N,4
WTaTWD7R-nB26,emllPw3q-SPlj,l45L15fR-YZxS,28,72000,Mortgage,9.0,Homeimprovement,B,18000,11.89,0,0.25,N,8
c7nkcYEn-WoMN,eEJckkSg-PLwD,LBcAufFd-37UY,36,50000,Rent,5.0,Education,A,6500,11.02,0,0.13,N,15
GbKFxr7D-JIO4,eYw1jU0w-hBNF,KN2KKmsL-rJbv,33,108000,Rent,11.0,Venture,B,3000,11.36,0,0.03,N,5
lRZbSjuW-BXNN,nn5u5JZM-H74e,komW86Y5-UkZa,24,72100,Mortgage,2.0,Education,B,16000,10.25,0,0.22,N,4
tlmb7JsI-yLpf,dlc0Y0Rv-u1IK,slsZ4RlC-cuzD,24,255000,Mortgage,9.0,Education,A,9600,6.99,0,0.04,N,2
BewUb67d-knIc,kxt00SaW-h2R1,w9OWsOgx-DxQz,24,56496,Rent,5.0,Education,A,2000,9.32,0,0.04,N,3
"2qL2TpcA-3UO0",LoQ6fSUb-Oz9B,yyxAqFSr-rcKu,26,108000,Mortgage,4.0,Personal,A,9000,5.79,0,0.08,N,2
WOm68ybv-4qfz,j48vDxzd-WzCt,TNUugZc5-GAmi,24,54000,Own,8.0,Personal,B,10000,10.99,0,0.19,N,3
WxbsddLX-16Ok,A0wzG4hq-KJ7T,xIZ02Rds-vthd,34,60000,Rent,1.0,Education,B,10000,9.62,0,0.17,N,9
rz1EWsAa-qLPB,vanxjNZ8-gDET,"187qtU8E-YHgw",22,24449,Own,2.0,Venture,B,1800,11.89,0,0.07,N,4
"8Fbppelu-eKnR",W3QjfBO2-jmhO,S9zMallF-rruw,23,42000,Rent,4.0,Personal,A,10000,5.42,0,0.24,N,3
zGFOoqXu-b5hx,KHyBcn07-c4j3,AsuGeRgH-sksZ,33,100000,Mortgage,16.0,Medical,B,6000,8.94,,0.06,N,12
"6ewOMmzz-xa4P",IKKTsOmQ-xmHr,UoO3LSxH-dU9b,26,79700,Mortgage,9.0,Debtconsolidation,B,7200,9.99,0,0.09,N,3
dejgBgka-cvSN,Y7yIUHWQ-138k,WNto6491-J99J,25,12996,Own,1.0,Medical,D,3600,14.59,1,0.28,N,3
dPSBQjgo-4roa,kFnTCjaM-Eii5,"0ELENYRH-lpjN",26,90000,Mortgage,0.0,Education,B,6000,9.91,0,0.07,N,3
Q5JHiKZj-oDKp,KMism4Us-r3D7,E5ZXh4Z6-Dbfn,35,50000,Rent,4.0,Personal,B,7000,11.49,0,0.14,N,9
SniIxJ44-alJb,eJ081Ayo-Frym,jOfMS80i-Zg5v,23,34000,Rent,7.0,Education,B,10000,10.36,1,0.29,N,4
N3vLp5HW-vITL,QsvUYivH-K8iH,OuqQBhde-wnex,22,24000,Own,1.0,Venture,A,8000,7.51,0,0.33,N,3
k8ulBFhb-YH5F,"4yMDblss-nJt8",DwdrMYTa-8pLl,29,24000,Mortgage,7.0,Medical,A,10000,11.02,0,0.42,N,6
"2NjYU2iT-fGSm",j7elJxsY-eTEQ,viRQ2WYn-yJ2G,40,70000,Mortgage,6.0,Education,A,18000,7.9,0,0.26,N,14
qGo4gFxz-66pE,SwuooJW2-tJ5D,"17UU9uHx-WvHt",29,70000,Rent,13.0,Personal,D,16000,14.42,0,0.23,Y,6
"1kYh6fpl-SKOS",EyOik9Y9-djUQ,v0wW87ql-zzIu,42,55000,Rent,1.0,Education,C,10000,13.79,0,0.18,Y,13
AplH4Lwm-gyYK,H7WZlXS5-Rjyu,rZoiEpPc-bciv,25,90000,Mortgage,7.0,Debtconsolidation,A,6000,7.14,0,0.07,N,3
"355PvPHL-0vhC",x8B2bLLP-a4WB,A4wzjCDZ-t27i,29,90000,Mortgage,14.0,Homeimprovement,B,15000,11.11,0,0.17,N,9
B2HK6U1k-gRaE,Bxx6AYGv-xK8v,rAZPhS1B-Olbf,34,50725,Rent,1.0,Personal,C,5400,13.16,0,0.11,Y,9
zsvjn1mF-WO6G,jR6C6Z5i-ojhx,"2Q17WHJH-1BZw",29,180396,Mortgage,8.0,Personal,B,18000,12.69,0,0.1,N,9
wMp1ZyKP-gOyI,Jd2B5kU3-exrp,hgn0rKnu-w36h,31,15000,Rent,2.0,Venture,B,4000,11.49,1,0.27,N,6
kGgQ5Ztm-1Cai,Flh8tBUI-8ZwW,UQ7Y34SQ-UanA,31,52000,Rent,4.0,Venture,B,10000,11.83,0,0.19,N,7
R1BhCwCP-EmPz,idY4PPcx-HJ9I,"3ZBNDOgB-xB3s",26,93492,Rent,0.0,Debtconsolidation,B,20000,9.45,0,0.21,N,4
OkOjGYdY-cbh2,MGhhCMif-2t4J,"3xNzMDQK-vFI3",42,85000,Rent,3.0,Venture,C,5750,12.99,0,0.07,Y,15
"7LKrRZOZ-47mv",lTCCAyrN-bWC4,YLy2dxZ3-31KB,39,55000,Rent,0.0,Medical,B,3000,10.2,0,0.05,N,15
GKklBqAr-apB7,"1YSz1aEO-mfbP",uah1n8KC-ga9P,23,54996,Mortgage,7.0,Debtconsolidation,B,9590,8.9,0,0.06,N,3
KdbK3lYl-mor9,"22O2kEEd-jtXg",hCLZoo4D-7ddo,21,60000,Own,0.0,Venture,D,16000,11.02,0,0.27,N,2
TjZ3PsN4-oO5W,"1QywPAui-UigW",uTuDYwMl-pw4f,55,75000,Rent,2.0,Medical,B,20000,11.83,0,0.27,N,23
C7xEsGIi-WBCb,GbYPrhol-8MOF,"9P0IU2Q7-lc8O",32,34000,Rent,0.0,Education,B,7500,10.01,1,0.22,N,5
mlcxZ16u-OlZC,uwIK8loO-llW8,sXQOTquZ-rxCu,27,150000,Mortgage,7.0,Debtconsolidation,B,20000,11.02,0,0.13,N,9
o8rx3uAo-RBIv,INyCGKkj-IP0S,r3sS8XnY-kIfJ,22,57000,Mortgage,6.0,Education,B,11400,12.53,0,0.2,N,3
SFcGLTIZ-PmMJ,Bcnaeinm-ilAw,O665N5EN-Dr5r,22,74867,Mortgage,4.0,Medical,D,17000,16.02,1,0.19,Y,4
oSqleoSh-AyNF,CrqzD4nw-ZusJ,"9sUXvcUR-iSES",37,25700,Mortgage,5.0,Education,D,1600,11.02,0,0.06,N,14
Zx2PDoqF-vBJi,"8AK6FttX-HrNB",QCIoQ2Z0-aFDN,24,82000,Mortgage,8.0,Personal,A,6000,6.76,0,0.07,N,3
IYKcjmRZ-EGj7,Y4YGCAT6-kdKz,K6M9GKHr-JJWU,28,70000,Rent,5.0,Education,B,13225,16.11,0,0.188928571,Y,7
RkI3kURq-UFXf,ek4m7BYg-T6jZ,tCSHFMhL-o2Wt,28,52000,Rent,12.0,Homeimprovement,B,5000,11.36,1,0.1,N,7
gg5Gdf69-xg3m,u16cwAvw-gDlz,"2TSgcRxF-saSY",27,44000,Mortgage,3.0,Education,C,5700,13.23,0,0.13,Y,9
flpZfspk-bUuL,"4NHe4vfi-QLvW",fbc8cPEp-uJEB,23,54500,Rent,2.0,Debtconsolidation,A,8000,11.02,0,0.15,N,2
WXg2X7ay-4bg1,WXzIIE8A-nTiU,"1luoSXcH-95hi",34,120000,Rent,4.79,Debtconsolidation,A,2000,11.02,,0.04,N,3
"491clhel-r6QN",vBqQxCT6-Cp8J,qZFFgtOj-MfKf,24,54400,Mortgage,8.0,Debtconsolidation,C,12000,11.02,0,0.22,Y,4
AspC7qDK-5Esh,kZHfWgGv-0dWJ,UwfbzeaW-9tQt,21,60000,Rent,2.0,Education,B,8000,11.26,0,0.13,N,3
BAOYgg91-Dmlx,Txue7n0E-pQ4T,Hcp70S5d-El0J,23,20664,Rent,4.0,Education,C,4550,13.72,0,0.22,Y,3
PuHablXS-Hxuw,owRMcEkb-PjFz,"5GUaEeuo-X55y",28,47004,Mortgage,12.0,Personal,C,10000,13.61,1,0.21,Y,6
DwRsBiGO-lo06,e4SAwL8Q-7lT7,"7KJaotAU-2GrE",36,31000,Rent,3.0,Venture,A,7100,8.9,0,0.23,N,12
sOhkjxha-2BpL,ytIdu6Om-focr,pltL0SOO-FhkN,28,31200,Rent,3.0,Debtconsolidation,A,3600,6.39,0,0.12,N,7
GbzgUdIX-9tHo,Q27UZfeF-aUCo,k8GYjJfi-HAQ3,22,50000,Rent,3.0,Debtconsolidation,C,10000,13.99,0,0.2,Y,2
JjiOLJEA-A15H,utRXOsUb-qnW5,bdXOQMTB-7CU1,23,85000,Rent,2.0,Venture,C,12000,13.16,0,0.14,Y,4
S3tJkEZ8-Q1CD,ipQo8qDg-cplC,"4IflXQ7W-bauW",24,45000,Rent,1.0,Debtconsolidation,B,3000,9.99,0,0.07,N,4
LJGuDrtT-EcI2,kYEWxW78-2ar5,JyMoSMmv-pwJr,94,24000,Rent,1.0,Medical,C,6500,11.02,0,0.27,N,27
nnXfAW3B-R2A7,QZ75dESB-D80r,BSiGOLvE-hkPL,25,66000,Rent,9.0,Venture,D,25000,15.33,1,0.38,Y,2
dNxIYTul-UmaF,atlCOUQS-CLpi,EQECu8xs-tZGo,24,47000,Mortgage,1.0,Education,B,8500,11.02,0,0.18,N,4
jW5dZkHg-ratt,ypFGTHxf-4iJx,XP41hfoh-OBNx,27,51000,Own,11.0,Venture,A,18000,7.49,0,0.35,N,6
tcWBBlWI-Qlqn,JT5A3LlS-quBX,Oe1xPWSS-hKEl,34,60000,Mortgage,6.0,Personal,E,10500,15.68,0,0.17,Y,9
noXp5ZzA-7kbv,MHm6RLEs-ml59,zsgGPSlg-GAvl,29,50000,Own,3.0,Medical,B,4200,9.91,0,0.08,N,6
"9Gbo6GjU-I4vH","8g7OWEJO-Du7T",FpZNX7aC-n4LP,24,25000,Rent,0.0,Homeimprovement,B,8500,12.21,1,0.34,N,2
bQv6mUQ9-3Mbf,"5x0t61fW-ghYo",gOqEuvYZ-T1za,39,60000,Mortgage,1.0,Education,C,17000,14.65,0,0.28,Y,14
qqBMyInS-aGKl,Q8H92GQ5-Fd74,cjShcUOG-HxrO,25,43000,Rent,2.0,Venture,A,7800,7.14,0,0.18,N,3
k1Q7vE28-EhEO,"7HCNtQz8-vOPE",RXKkXRuE-btqs,24,65000,Mortgage,3.0,Education,B,12000,9.91,0,0.18,N,4
AI5vYMMQ-sav7,BwGkDaHB-M7Qw,ppC7Pz2R-Ad54,25,77004,Mortgage,9.0,Personal,B,15000,9.63,0,0.19,N,2
"4BCj5iMI-SvAr",dzApwnYM-OIBi,nAqbykfb-2whQ,27,22800,Mortgage,11.0,Medical,B,2500,10.99,0,0.11,N,10
Wdeij694-MIlJ,zOSvqZWR-sqDX,YPC9Xmbt-8bUq,29,120000,Mortgage,3.0,Education,B,20000,11.71,0,0.17,N,5
l1Q6uewq-icSh,nzYZR2uU-JhcK,Z6Q1EgJd-Mcdi,24,103000,Mortgage,8.0,Personal,B,8000,10.74,0,0.08,N,3
mvfR29M8-dQ4J,daHA55hg-10SY,HNsvksy7-de6u,29,130000,Own,7.0,Venture,C,7000,14.65,0,0.05,N,9
"7MuzQZuJ-O3gZ","6M2pbA39-SXcg",jQ6mkMiO-xfb5,27,44000,Rent,5.0,Education,B,13650,10.65,1,0.31,N,5
CQ9MQZ9v-grd3,GxOpOzIb-wl3Y,a0EsmcO9-y1ig,26,72600,Mortgage,3.0,Venture,A,4500,7.74,0,0.06,N,3
IuCojbnr-oqvh,oFk2PHQ0-3Euc,yRi7w0PW-lhxo,25,25920,Rent,0.0,Venture,B,2300,11.11,0,0.09,N,2
XGrCoDSO-o1xh,Xf5yXYgw-c8Dj,wnkIY26E-YjPD,22,41000,Rent,2.0,Debtconsolidation,D,3600,16.77,1,0.09,Y,3
"4r0gkvs0-1A9y",mj1m2ex4-dikh,kQnkKSED-jJkb,26,85000,Mortgage,8.0,Medical,A,15000,7.88,0,0.18,N,4
GN6ytQnE-DzMK,WbeWEny4-1t34,mMtKwh3x-cEpY,24,117996,Mortgage,6.0,Venture,E,18000,17.04,0,0.15,Y,3
lTFAuz4n-XAQG,bwuJCFyH-B9Ly,Av4HE39F-sdM7,26,38340,Mortgage,7.0,Personal,B,2500,12.18,1,0.07,N,4
ynTRN6wL-b3fQ,zCu48D1o-YWyI,Oqo9oW8I-xzZd,34,25000,Rent,0.0,Venture,B,5325,10.99,0,0.21,N,7
"3L0l89vv-iB5t",aFkFYEds-CRiY,CeAteCEb-UAPy,25,76700,Mortgage,1.0,Venture,E,14800,19.42,0,0.19,Y,4
tAmwu9YU-qjz5,cUpEbQSn-hndn,EpIMqpE5-o9GD,32,58000,Rent,4.0,Personal,B,12000,11.26,0,0.21,N,10
eu3AcmEy-5YED,nih9UFpc-5tJO,umcnOWgs-wHvl,23,55000,Rent,2.0,Personal,B,8000,10.65,0,0.15,N,2
AEpsJagl-h3fu,h8sl0W58-i84Z,ih1pXKup-NRad,29,48000,Mortgage,13.0,Personal,B,20000,11.02,0,0.42,N,9
"85qS4tWk-EAun",doFKaqOW-2siR,PYFqvd7K-eScC,23,54000,Mortgage,2.0,Venture,A,7000,6.62,0,0.13,N,3
ESqNy2EU-a4u3,vKrwKFDw-3phm,hcbwORYq-XDJy,23,30000,Rent,0.0,Personal,B,1925,12.18,0,0.06,N,2
h280b7Z4-1GI7,SCmPTpwg-8WDl,SaEyGkBW-Mvmj,22,23004,Rent,3.0,Personal,A,5500,5.79,0,0.24,N,3
Fvl0ysLb-yWEI,RreKiAWi-xGav,CwMl7FYq-kHvg,27,43080,Rent,7.0,Personal,C,10000,13.98,0,0.23,N,9
"3eMedBEu-IbSJ","7jcUzaa9-3KAK","0SrPMc3A-UYkw",26,74000,Mortgage,10.0,Venture,B,4475,9.99,0,0.06,N,4
hSJeYtBg-Sz7Z,KBtNChtw-1DaC,y9ToqKM5-GhQl,30,35004,Rent,3.0,Personal,C,3600,12.73,0,0.1,Y,6
uwZpWJIF-tWPK,E6wz1JsP-Rh3H,QyI9PiJO-3fJP,42,65000,Mortgage,0.0,Debtconsolidation,A,6000,9.32,0,0.09,N,16
h4CyKrpP-mRBr,TTHojC2h-zs66,td7YyiL4-bdy2,30,34000,Rent,0.0,Venture,B,4000,10.95,0,0.12,N,10
"2IAJAQTy-M4ZP","9pXZ2ci5-7cJL",pFlEz4UA-Uuvu,40,48000,Rent,1.0,Venture,B,6000,10.08,0,0.13,N,13
kAlNx7Er-lUmv,G4GvIgC2-Pm8O,WDeR1OyZ-KWY3,26,45000,Rent,2.0,Debtconsolidation,A,9050,7.29,0,0.2,N,3
N2OJfygg-Bdr6,GKquyR7I-7Y0F,a16uBpK1-f3fS,34,108000,Mortgage,4.0,Debtconsolidation,G,25000,20.03,1,0.23,N,8
iFdhNFLG-3OSM,sonGW51d-zpP9,ByB0Pi9T-YzUg,35,48000,Mortgage,8.0,Homeimprovement,C,2000,11.97,0,0.04,N,9
BEgWKAQl-b1GG,b9uK0dGB-T4DC,q8swHn45-O8Oj,32,66024,Rent,4.79,Medical,A,12000,14.54,0,0.27,N,2
L8S9oOq0-QGJI,g3Ida4Hy-pbsc,kIyE7QY6-zsop,23,80000,Rent,5.0,Medical,B,12000,12.42,0,0.15,N,2
GpEHdBgL-GDuJ,"2KeO5nPX-PifS",dU7OwPmb-k0Ch,22,56000,Rent,4.0,Venture,D,2800,15.31,0,0.05,Y,2
"5Iyo0Ojr-Xixe","3kKDHz03-tHX8",sH1dwjlo-uK2k,38,18000,Rent,4.0,Personal,C,3000,13.23,1,0.17,N,17
vQgxscR0-oGas,BnCA9BMZ-qHhT,JMHNNdeD-Br2M,23,54000,Rent,1.0,Education,D,10000,14.42,1,0.19,N,3
"6NRUmUR0-CdyN",IpG79Oun-Pvd1,LGSwtWlo-xdKL,22,110000,Mortgage,2.0,Venture,B,9000,11.11,0,0.08,N,4
ROyWRPmt-A6Zv,DBZs72GW-jpde,ikIO0M40-6ud7,37,780000,Rent,9.0,Venture,B,7500,12.18,0,0.01,N,13
cuppReFd-Pn8d,uXeComBt-kFvm,uCt4NWxH-2Ng1,23,55000,Rent,5.0,Venture,B,20000,12.53,1,0.36,N,3
mSpOhThS-WzqZ,ozUdOvFM-tTcZ,sgFCOBcW-IgIg,24,62900,Rent,1.0,Medical,D,16800,15.65,1,0.23,N,4
Pmz5rYIT-xplc,PMQDXUSM-I0bt,MFoSjIQX-vnFd,25,42000,Rent,1.0,Debtconsolidation,B,6000,11.02,0,0.14,N,2
Xy7BShcX-zsS1,LAcwpeii-DQ2Q,hcKC8w2z-fHAW,22,80000,Mortgage,7.0,Debtconsolidation,B,1500,10.37,0,0.02,N,4
nP42fBjI-OYYS,jIikGQIN-UxDg,"1bobj5Ft-HBs4",22,37000,Rent,3.0,Education,B,15000,10.25,1,0.41,N,4
nIB0sfHI-bGkU,sdpdnLmB-OlAK,evMhavnc-SXB6,24,30000,Rent,1.0,Debtconsolidation,C,3000,13.98,1,0.1,Y,2
OAIsQmWr-6bIB,"7dAsqYlZ-CZAh",YAmuuJrG-IcJT,23,98000,Rent,5.0,Debtconsolidation,A,3500,8.07,0,0.04,N,3
Ej9y4mLz-4ZUT,GzGJWi5Q-EGRq,w4d6YOvR-iJfk,27,90000,Mortgage,5.0,Debtconsolidation,A,10000,7.14,0,0.11,N,5
"8FwDYLkO-cRIH",aJRFrps9-248A,"6817n9dM-w35W",34,85000,Mortgage,2.0,Homeimprovement,D,15000,15.99,0,0.18,Y,9
"1X7oBeHa-RPKt",Ia1nka9l-6fM2,kdMrHFPG-cJ0w,24,24000,Rent,2.0,Education,D,3500,15.65,1,0.15,Y,4
pbrxxYCT-azkQ,Ocg8CEfd-dYA4,OWpqlTfj-B7BP,27,35000,Rent,8.0,Personal,B,12000,9.91,1,0.34,N,8
lTP8GBeM-EUXu,olTuajJE-PLj5,nrmE5bNB-t13D,39,120000,Mortgage,9.0,Medical,A,12000,5.79,0,0.1,N,11
poNsf8Om-2tkb,O6Gh2f86-rExr,KO4NNGG4-eKIA,24,74800,"",4.0,Medical,E,7200,17.58,0,0.11,Y,4
hshzJIUB-lrnc,SBTSnPGy-D0vf,WmYdUT4B-NTZD,32,62000,Rent,6.0,Medical,B,6000,11.02,0,0.1,N,5
yh4R65Es-cA67,qLULXPta-OcPi,Ej3sZxSx-wy7r,30,26000,Rent,3.0,Education,B,9250,11.02,1,0.36,N,5
"9g0Q3tRA-xubv",IRwXdegF-oDcn,BYCjab1s-QlL1,22,21000,Rent,4.0,Education,D,4750,11.02,0,0.23,N,2
XuX7nrNg-bM5C,tocUQHXg-d8UZ,SuKkMceP-Ai1T,22,45000,Rent,2.0,Education,C,9600,12.73,0,0.21,N,3
LoDeL90q-JecM,OBqNtCyQ-u4fn,XulvfQIW-P07z,24,48000,Rent,8.0,Medical,C,4000,5.99,,0.07,N,6
JsqeFGZJ-EgeW,zjqynsdw-fzge,MvKKlY84-NjeD,24,33000,Rent,2.0,Homeimprovement,E,6900,17.56,1,0.21,Y,3
T6rjJWHU-DONN,DplWewwy-Q8Jp,tlNZNc6l-qqMp,26,59500,Mortgage,8.0,Personal,B,5100,10.37,0,0.09,N,4
O1pEq23j-jhT6,AN4OMhmP-oAY2,q65jYCAc-Gt9f,25,89100,Rent,9.0,Venture,C,2000,13.49,0,0.02,Y,3
"53JW5dwF-ALdM",km8BbmO5-GUBY,rMWaI76N-PMFX,27,51850,Rent,2.0,Medical,D,3000,14.96,1,0.05,Y,7
XHG355kR-1JiJ,iuzQsel8-PdrG,"8Ev5DmBE-GNGM",28,107000,Rent,4.0,Homeimprovement,C,16000,13.49,0,0.15,N,6
XIma5nnz-N0rA,QwdKoNHh-0ZZG,Tg0JdXmS-peX3,30,151800,Mortgage,14.0,Homeimprovement,C,17525,12.72,0,0.12,Y,7
LJKRa0au-4z6B,o73wwCZT-B5oA,"3tclFLmw-MMnv",24,37000,Rent,3.0,Venture,B,5500,9.2,0,0.15,N,3
bOYcKDpR-CouX,F2g4iNIQ-QX0t,"4DAK5ETn-TWG4",24,175000,Own,3.0,Venture,B,8000,11.14,0,0.05,N,4
"60cbRYZu-0Zl6",l2mwdv09-yLKK,IOrsawqP-FIuB,26,53000,Mortgage,3.0,Homeimprovement,A,2800,6.03,0,0.05,N,4
GxJm9ccW-k32M,fMLG4k3s-yTAQ,JzuKArQF-0hPa,33,116000,"",2.0,Homeimprovement,C,2000,11.02,0,0.05,N,3
rGA8GOKI-OJ35,"9e2f6aby-Ao0v",RMTKPLOf-cQB9,23,33000,"",3.0,Personal,D,6000,11.02,0,0.2,N,7
PztdmxZN-JPQR,kbP3xl9E-9Jpa,zGkR8dss-mIEf,41,132000,Mortgage,3.0,Debtconsolidation,C,8000,13.49,0,0.06,Y,17
sTvRQWKg-5e77,M3mU3aR1-1hHf,j9539iEH-anbn,31,125000,Own,5.0,Medical,A,30000,7.51,0,0.24,N,9
gwWzRZav-36tt,GDlJeCBw-ypAr,GKR1vrQ5-nU6e,33,27120,Rent,4.79,Debtconsolidation,C,6000,13.49,1,0.22,N,8
Rq2inCaE-mHeC,vDet1P5k-gv3H,bwsBEkZF-jtlZ,24,51000,Rent,3.0,Medical,A,9000,5.79,0,0.18,N,3
nNaU7CHn-pOUE,cM6fNkL6-CRAo,xm2buLEP-uRva,28,74000,Mortgage,13.0,Personal,B,7800,10.99,0,0.11,N,7
jJn9ulyk-2baM,GEzUxQIL-8nLL,vO6EXbJ0-lNAu,27,30996,Rent,4.0,Debtconsolidation,D,5775,14.91,1,0.19,N,10
gKsGErdR-eeW7,LF5i2u6U-R9mx,OpgkHl9W-OtRx,24,67746,Rent,8.0,Homeimprovement,C,33000,12.68,1,0.49,N,3
ZJqxrHdU-Rc1G,xUh1LCMo-f2G9,"8lveGnfN-ApEW",24,66024,Rent,0.0,Venture,D,9590,17.99,1,0.16,N,15
K0jcWzUK-7pfe,RmaGclD9-oF1o,dPoqdxXm-gfAI,27,72000,Mortgage,3.0,Debtconsolidation,A,15000,5.42,0,0.21,N,5
DebXQJQz-kzu2,DblsPApY-Sy9i,P6Way6LR-cwBN,41,108800,Mortgage,2.0,Medical,E,15000,17.88,1,0.12,N,16
